id,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country
202303070000_202303142359_91792436-274424758,,26.82552,-97.88982,-06:00,HMS_VIIRS_SUOMI,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,27.009774957866554,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91792436-274424758,,26.82493,-97.88592,-06:00,HMS_VIIRS_SUOMI,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,27.009774957866554,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91792436-274424758,,26.82434,-97.88203,-06:00,HMS_VIIRS_SUOMI,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,27.009774957866554,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91792436-274424758,,26.82161,-97.88655,-06:00,HMS_VIIRS_SUOMI,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,27.009774957866554,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91792436-274424758,,26.82754,-97.88693,-06:00,HMS_VIIRS_SUOMI,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,27.009774957866554,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91393795-274399320,,26.8357,-80.5259,-05:00,G16,WF,20230313,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91393795-274399320,,26.8357,-80.5259,-05:00,G16,WF,20230314,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91393795-274399320,,26.8357,-80.5259,-05:00,G16,WF,20230315,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91393795-274399320,,26.8357,-80.5259,-05:00,G16,WF,20230316,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91393795-274399320,,26.8357,-80.5259,-05:00,G16,WF,20230317,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83263,-97.85378,-06:00,HMS_GOES16,WF,20230313,,436,436 1.0,,,,,,,,,,,,,,,39.099999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83264,-97.85378,-06:00,HMS_GOES16,WF,20230313,,436,436 1.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83263,-97.85378,-06:00,HMS_GOES16,WF,20230314,,436,436 1.0,,,,,,,,,,,,,,,39.099999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83264,-97.85378,-06:00,HMS_GOES16,WF,20230314,,436,436 1.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83263,-97.85378,-06:00,HMS_GOES16,WF,20230315,,436,436 1.0,,,,,,,,,,,,,,,39.099999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83264,-97.85378,-06:00,HMS_GOES16,WF,20230315,,436,436 1.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83263,-97.85378,-06:00,HMS_GOES16,WF,20230316,,436,436 1.0,,,,,,,,,,,,,,,39.099999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83264,-97.85378,-06:00,HMS_GOES16,WF,20230316,,436,436 1.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83263,-97.85378,-06:00,HMS_GOES16,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,39.099999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396685-274396746,,26.83264,-97.85378,-06:00,HMS_GOES16,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274357678-274416060,,26.77071,-80.52222,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,425.275,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274357678-274416060,,26.77071,-80.52222,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,425.275,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274357678-274416060,,26.77071,-80.52222,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,425.275,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274357678-274416060,,26.77071,-80.52222,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,425.275,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274357678-274416060,,26.77071,-80.52222,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,425.275,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91460391-274395571,,26.7968,-81.0635,-04:00,G16,WF,20230313,,203,203 1.0,,,,,,,,,,,,,,,291.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91460391-274395571,,26.7968,-81.0635,-04:00,G16,WF,20230314,,203,203 1.0,,,,,,,,,,,,,,,291.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91460391-274395571,,26.7968,-81.0635,-04:00,G16,WF,20230315,,203,203 1.0,,,,,,,,,,,,,,,291.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91460391-274395571,,26.7968,-81.0635,-04:00,G16,WF,20230316,,203,203 1.0,,,,,,,,,,,,,,,291.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91460391-274395571,,26.7968,-81.0635,-04:00,G16,WF,20230317,,203,203 1.0,,,,,,,,,,,,,,,291.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91929144-91929144,,26.775,-81.0413,-04:00,G16,WF,20230313,,,,,,,,,,,,,,,,,,282.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91929144-91929144,,26.775,-81.0413,-04:00,G16,WF,20230314,,,,,,,,,,,,,,,,,,282.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91929144-91929144,,26.775,-81.0413,-04:00,G16,WF,20230315,,,,,,,,,,,,,,,,,,282.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91929144-91929144,,26.775,-81.0413,-04:00,G16,WF,20230316,,,,,,,,,,,,,,,,,,282.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91929144-91929144,,26.775,-81.0413,-04:00,G16,WF,20230317,,,,,,,,,,,,,,,,,,282.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77473,-80.99984,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77474,-80.99984,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77473,-80.99984,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77474,-80.99984,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77473,-80.99984,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77474,-80.99984,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77473,-80.99984,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77474,-80.99984,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77473,-80.99984,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91802722-274415916,,26.77474,-80.99984,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,242.3,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552516-274416501,,26.77482,-81.02059,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.77219,-80.6883,-05:00,HMS_GOES16,WF,20230313,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.7722,-80.68831,-05:00,HMS_GOES16,WF,20230313,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.77219,-80.6883,-05:00,HMS_GOES16,WF,20230314,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.7722,-80.68831,-05:00,HMS_GOES16,WF,20230314,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.77219,-80.6883,-05:00,HMS_GOES16,WF,20230315,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.7722,-80.68831,-05:00,HMS_GOES16,WF,20230315,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.77219,-80.6883,-05:00,HMS_GOES16,WF,20230316,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.7722,-80.68831,-05:00,HMS_GOES16,WF,20230316,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.77219,-80.6883,-05:00,HMS_GOES16,WF,20230317,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91582546-274406926,,26.7722,-80.68831,-05:00,HMS_GOES16,WF,20230317,,203,203 0.5; 438 0.25; 440 0.25,,,,,,,,,,,,,,,121.15,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,248.646095840605,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552101-274415829,,26.77651,-81.20769,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,253.878904159395,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552298-274395210,,26.7929,-80.60647,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,208.1625,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552298-274395210,,26.7929,-80.60647,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,208.1625,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552298-274395210,,26.7929,-80.60647,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,208.1625,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552298-274395210,,26.7929,-80.60647,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,208.1625,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552298-274395210,,26.7929,-80.60647,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,208.1625,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91676452-274395623,,26.797,-81.0843,-04:00,G16,WF,20230313,,291,291 0.5; 440 0.5,,,,,,,,,,,,,,,273.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91676452-274395623,,26.797,-81.0843,-04:00,G16,WF,20230314,,291,291 0.5; 440 0.5,,,,,,,,,,,,,,,273.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91676452-274395623,,26.797,-81.0843,-04:00,G16,WF,20230315,,291,291 0.5; 440 0.5,,,,,,,,,,,,,,,273.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91676452-274395623,,26.797,-81.0843,-04:00,G16,WF,20230316,,291,291 0.5; 440 0.5,,,,,,,,,,,,,,,273.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91676452-274395623,,26.797,-81.0843,-04:00,G16,WF,20230317,,291,291 0.5; 440 0.5,,,,,,,,,,,,,,,273.1,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80441,-97.85729,-06:00,VIIRSNOAA375,WF,20230313,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80537,-97.85329,-06:00,VIIRSNOAA375,WF,20230313,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.8108,-97.85486,-06:00,VIIRSNOAA375,WF,20230313,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80984,-97.85887,-06:00,VIIRSNOAA375,WF,20230313,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80441,-97.85729,-06:00,VIIRSNOAA375,WF,20230314,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80537,-97.85329,-06:00,VIIRSNOAA375,WF,20230314,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.8108,-97.85486,-06:00,VIIRSNOAA375,WF,20230314,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80984,-97.85887,-06:00,VIIRSNOAA375,WF,20230314,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80441,-97.85729,-06:00,VIIRSNOAA375,WF,20230315,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80537,-97.85329,-06:00,VIIRSNOAA375,WF,20230315,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.8108,-97.85486,-06:00,VIIRSNOAA375,WF,20230315,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80984,-97.85887,-06:00,VIIRSNOAA375,WF,20230315,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80441,-97.85729,-06:00,VIIRSNOAA375,WF,20230316,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80537,-97.85329,-06:00,VIIRSNOAA375,WF,20230316,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.8108,-97.85486,-06:00,VIIRSNOAA375,WF,20230316,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80984,-97.85887,-06:00,VIIRSNOAA375,WF,20230316,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80441,-97.85729,-06:00,VIIRSNOAA375,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80537,-97.85329,-06:00,VIIRSNOAA375,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.8108,-97.85486,-06:00,VIIRSNOAA375,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91683654-274411597,,26.80984,-97.85887,-06:00,VIIRSNOAA375,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,79.887109375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396871-274396871,,26.80992,-97.82475,-06:00,HMS_GOES16,WF,20230313,,436,436 1.0,,,,,,,,,,,,,,,74.25,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396871-274396871,,26.80992,-97.82475,-06:00,HMS_GOES16,WF,20230314,,436,436 1.0,,,,,,,,,,,,,,,74.25,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396871-274396871,,26.80992,-97.82475,-06:00,HMS_GOES16,WF,20230315,,436,436 1.0,,,,,,,,,,,,,,,74.25,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396871-274396871,,26.80992,-97.82475,-06:00,HMS_GOES16,WF,20230316,,436,436 1.0,,,,,,,,,,,,,,,74.25,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_274396871-274396871,,26.80992,-97.82475,-06:00,HMS_GOES16,WF,20230317,,436,436 1.0,,,,,,,,,,,,,,,74.25,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91689103-274398855,,26.8138,-80.5039,-05:00,G16,WF,20230313,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91689103-274398855,,26.8138,-80.5039,-05:00,G16,WF,20230314,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91689103-274398855,,26.8138,-80.5039,-05:00,G16,WF,20230315,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91689103-274398855,,26.8138,-80.5039,-05:00,G16,WF,20230316,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91689103-274398855,,26.8138,-80.5039,-05:00,G16,WF,20230317,,,,,,,,,,,,,,,,,,141.58125,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91338370-274398854,,26.814,-80.5247,-05:00,G16,WF,20230313,,,,,,,,,,,,,,,,,,144.94375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91338370-274398854,,26.814,-80.5247,-05:00,G16,WF,20230314,,,,,,,,,,,,,,,,,,144.94375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91338370-274398854,,26.814,-80.5247,-05:00,G16,WF,20230315,,,,,,,,,,,,,,,,,,144.94375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91338370-274398854,,26.814,-80.5247,-05:00,G16,WF,20230316,,,,,,,,,,,,,,,,,,144.94375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91338370-274398854,,26.814,-80.5247,-05:00,G16,WF,20230317,,,,,,,,,,,,,,,,,,144.94375,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,122.60362571247624,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230313,,,,,,,,,,,,,,,,,,133.14637428752374,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,122.60362571247624,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230314,,,,,,,,,,,,,,,,,,133.14637428752374,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,122.60362571247624,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230315,,,,,,,,,,,,,,,,,,133.14637428752374,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,122.60362571247624,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230316,,,,,,,,,,,,,,,,,,133.14637428752374,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,122.60362571247624,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91552297-274395207,,26.81468,-80.60776,-05:00,HMS_GOES16,WF,20230317,,,,,,,,,,,,,,,,,,133.14637428752374,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91686955-274395747,,26.9873,-80.5139,-05:00,G16,WF,20230313,,191,191 1.0,,,,,,,,,,,,,,,71.67500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91686955-274395747,,26.9873,-80.5139,-05:00,G16,WF,20230314,,191,191 1.0,,,,,,,,,,,,,,,71.67500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
202303070000_202303142359_91686955-274395747,,26.9873,-80.5139,-05:00,G16,WF,20230315,,191,191 1.0,,,,,,,,,,,,,,,71.67500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
